,statement,choice
0, A cat dropped from a plane wearing a parachute will land on the tip of its' tail. ,"#statement:  A cat dropped from a plane wearing a parachute will land on the tip of its' tail. 

        Select the most corresponding reason why this statement is against common sense:
        A. A cat's body can't be balanced on the tip of its' tail.
B. A cat may have orange fur on its tail.
C. A cat can climb trees using its tail.
        choice: 
         (A)"
0, He runs his heater when it's hot outside ,"#statement:  He runs his heater when it's hot outside 

        Select the most corresponding reason why this statement is against common sense:
        A. A heater is cheap in hot weather
B. heaters are used for cold weather
C. There are different brands of heaters you can have in your home
        choice: 
         B) The person making that comment doesn’t understand how a heat pump works"
0, Sweating is a body mechanism to look cool ,"#statement:  Sweating is a body mechanism to look cool 

        Select the most corresponding reason why this statement is against common sense:
        A. Sweat taste salty
B. Sweating is to keep the body temperature down
C. Sweat can make you feel dirty
        choice: 
         B)Sweating is to keep the body temperature down"
0, every person take stones for breakfast ,"#statement:  every person take stones for breakfast 

        Select the most corresponding reason why this statement is against common sense:
        A. stones are heavier than many foods
B. there are many stones In the world
C. nobody eats stones
        choice: 
         (D) all of above"
0, I put bricks into the washing machine. ,"#statement:  I put bricks into the washing machine. 

        Select the most corresponding reason why this statement is against common sense:
        A. The washing machine will be broken if you put bricks into
B. Bricks are normally red and washing machines are normally white.
C. A brick cannot clean a washing machine.
        choice: 
         (A)"
0, Jimmy got his leg bitten off by a kitten ,"#statement:  Jimmy got his leg bitten off by a kitten 

        Select the most corresponding reason why this statement is against common sense:
        A. a kitten's teeth are not that sharp
B. kittens are fluffy
C. a kitten likes to drink milk
        choice: 
         D. it was just an accident and didn’t actually happen"
0, the Internet will disperse people ,"#statement:  the Internet will disperse people 

        Select the most corresponding reason why this statement is against common sense:
        A. the Internet will not block you when using it
B. Internet equip distant people to make the communication easily
C. Some people hate Internet and will not use it
        choice: 
         B"
0, She put a building in the bucket. ,"#statement:  She put a building in the bucket. 

        Select the most corresponding reason why this statement is against common sense:
        A. Buildings are of walls and plastic buckets.
B. there are a lot buckets in the building
C. A building is much larger than a bucket.
        choice: 
         (A)"
0, Video game consoles can be seen without contact lenses only ,"#statement:  Video game consoles can be seen without contact lenses only 

        Select the most corresponding reason why this statement is against common sense:
        A. whether wearing lenses or not video game consoles can be seen.
B. Video game consoles are more expensive than contact lenses
C. whether wearing lenses or not consoles press are hard like mouse clicks.
        choice: 
         (A)"
0, I talked to my friend in the bark. ,"#statement:  I talked to my friend in the bark. 

        Select the most corresponding reason why this statement is against common sense:
        A. Bark is either a tree's covering or the sound of a dog.
B. Barking trees in the park.
C. A barking dog is next to a tree.
        choice: 
         (A)"
0, he turned the table on ,"#statement:  he turned the table on 

        Select the most corresponding reason why this statement is against common sense:
        A. tables are made of wood
B. there is no switch on the table
C. he can't touch the table
        choice: 
         B"
0, he installed the carpet on the lake ,"#statement:  he installed the carpet on the lake 

        Select the most corresponding reason why this statement is against common sense:
        A. the lake calm like a pinned the carpet
B. The carpet will absorb water and sink
C. the carpet is smaller than the lake
        choice: 
         B)The Carpet Will Absorbs Water And Sink"
