,Unnamed: 0,statement,choice,choices
451,451, My son placed his school locker on his dresser. ,B,"A. Dressers are usually brown with handles while school lockers are usually grey.
B. A dresser is much bigger than a school locker.
C. A school locker can eat a dresser during school hours."
452,452, the farmers live on a cloud ,C,"A. clouds are floating in the air
B. cloud has water which people live on
C. no one lives in the air"
453,453, Wallets are typically used to hold spider eggs and denim. ,B,"A. The wallet is made of leather.
B. Wallets are used for financial security.
C. Spiders may creep on denim."
454,454, Janitors create financial models for their company ,B,"A. janitors can use easy financial models
B. Most janitors do not create financial models for their company
C. Janitors cannot eat Financial models"
455,455, She took a live giraffe from the shelf. ,C,"A. Giraffes are always oranges while shelves are made of wood.
B. A giraffe cannot read a book.
C. A giraffe is much larger than a bookcase."
456,456, She put a child into the oven ,C,"A. The kid bought the oven yesterday
B. Ovens shouldn't be used by children
C. it is dangerous to put kids into the oven"
457,457, She cut down the grass with a chainsaw ,C,"A. A chainsaw is made of metal
B. A chainsaw may hurt someone
C. A chainsaw is commonly used for cutting down large trees"
458,458, he swam on the track ,B,"A. a person cannot swim in the air
B. a person cannot swim on the land
C. a person cannot swim in space"
459,459, This girl made a horrible time-lapse ,A,"A. The time-lapse was very well made and looks great
B. A time-lapse is bad when it's blurry
C. Don't move the camera too much"
460,460, the little girl howled at the wolf ,B,"A. both little girls and wolves need to sleep
B. little girls are sacred when facing a wolf and can not howl
C. the little girl was watching a movie about wolves"
461,461, He wrote a book by breaking his pen. ,B,"A. The book is white while the pen has no color.
B. The book can only be made with his hands.
C. The pen broke after the book was written."
462,462, I oiled the floors. ,B,"A. Oil is slippery.
B. Oiling the floors will make the floors dirty.
C. Oil is used in cooking."
463,463, He turned on the TV with the VCR. ,A,"A. A VCR cannot control a TV's power
B. A TV is not connected to a VCR
C. The broken TV can not be turned on."
464,464, the man put on his airplane ,C,"A. airplanes are always fly in the sky
B. an airplane is bigger than a person
C. a person cannot wear an airplane"
465,465, The woman dyes her feet every six weeks at the salon. ,C,"A. He put his feet on the dye
B. Dye on feet is not pretty.
C. Women don't dye their feet."
466,466," if you break the law, you will receive a reward ",B,"A. the law is unreasonable
B. breaking the law is punishable
C. the reward is issued by the government"
467,467, The Pokemon caught Ash ,C,"A. Ash likes Pokemon very much
B. Pokemon can't catch other Pokemon
C. Pokemon only appears in the game"
468,468, the person was connected to the mixing console ,B,"A. a person is organic while a mixing console is mechanical
B. there is no way for a person to plug into a mixing console
C. some people like playing the mixing console"
469,469, I use grass to cut my weed whacker. ,A,"A. Grass cannot cut a weed whacker.
B. Grass is green and the weed whacker is red.
C. Grass isn't sharp enough to cut a weed whacker"
470,470, He buy a planet. ,B,"A. A planet is much bigger than a person.
B. You can't buy a planet even with all the money in the world.
C. Planet is a large round object in the space."
471,471, A fan can sleep ,A,"A. A fan doesn't get tired and cannot sleep
B. Fan has no brain but a person has a brain
C. A fan stops when we cut electricity"
472,472, one hundred people enter in the car ,B,"A. Cars have four wheels
B. The car cant fit one hundred people
C. There are hundreds of people and cars"
473,473, I ride a car on the ocean ,B,"A. the ocean is much bigger than a car
B. the ocean is water which means cars don't water
C. my house is located about four hours from the ocean by car"
474,474, You can ride the subway in the country. ,B,"A. Subways are a fast way to travel.
B. There are no subways in the country.
C. There are subways around the world."
475,475, She put a cat in the cup. ,B,"A. Cats are usually black and white while the cups are transparent.
B. A cat is much larger than a cup.
C. Cats do not drink water in the glass."
476,476, He used the mop to clean the carpet. ,C,"A. The carpet touches like mops.
B. Old carpets can use as mops.
C. Carpets cannot be cleaned with mops."
477,477, the mobile phone is one of the food ,A,"A. nobody eats mobile phones
B. every person use mobile phone
C. every person keep the mobile in hand"
478,478, Houses are found in lakes. ,B,"A. Tim's house is very big.
B. Houses are places that people live in and people don't live in lakes.
C. There are some fished in the lakes."
479,479, A dead man still has many senses ,A,"A. A blind man can have senses but a dead man is not living
B. Blind men are people too
C. blind men can eat dead things"
480,480, Put the baby in the driver seat. ,B,"A. The baby climbs to his father in the driver seat.
B. Putting the baby in the driver seat is dangerous.
C. The driver seat of a car attracts that baby."
481,481, He uses dumbbells for data typing work. ,B,"A. dumbbells and data typing work are different things.
B. dumbbells are used for a workout in the gym
C. dumbbells have different weight"
482,482, it is safe to touch liquid nitrogen ,A,"A. liquid nitrogen will cause damage to human skin
B. liquid nitrogen can be used to refrigerate food
C. liquid nitrogen is made of nitrogen"
483,483," The ant stepped on the child, which killed it. ",C,"A. Ants can lift one hundred times their body weight.
B. A child can be mean and destructive.
C. An ant is small and cannot step on a child."
484,484, He opened a can opener with a can opener. ,B,"A. a can opener is made of metal.
B. a can opener cannot be opened.
C. a can can be opened without an opener"
485,485, James put the babies in the dog house. ,B,"A. Dog can live in houses with babies.
B. Babies live in houses.
C. A baby may climb into a dog house."
486,486, he put a cat in the freezer ,A,"A. a cat would die in a freezer
B. The inside of the freezer is cold
C. cats do not like water"
487,487, The elephant jumped into the car. ,B,"A. Cars have tires.
B. Elephants are bigger than cars.
C. Elephants have feet."
488,488, crackhead does not take drugs ,A,"A. crackhead is a term for drug addicts
B. crackhead is often delirious
C. drug is harmful to people"
489,489, Leena eats almost 1000 bananas daily as his morning breakfast. ,A,"A. A person can eat a maximum of up to about 100 bananas.
B. The bananas are so tiny just like sugar grains.
C. Leena counts the bananas in multiples of 100."
490,490, An electrician generates electricity. ,B,"A. Electricity can be generated.
B. An electrician uses electricity, but does not create it.
C. Electricians work with electricity."
491,491, he was swimming in Hawaii ,C,"A. Hawaii is a good place to swim
B. Many people go to Hawaii in winter
C. It is too dangerous to swim to Hawaii"
492,492, scissors are used to cut through rivers ,A,"A. scissors cannot cut a liquid
B. scissors can cut many things
C. scissors cannot cut hard things"
493,493, A sandwich eats me. ,C,"A. people usually are larger than a sandwich
B. some people don't like eating a sandwich
C. A sandwich isn't alive and doesn't have a mouth to eat something."
494,494, Daniel performed woefully behind others because he's the most intelligent and brilliant in his class ,A,"A. Most Intelligent and brilliant students in a class perform better than others.
B. Intelligence and brilliance doesn't make you pass or fail exams.
C. Teachers are like intelligence and brilliant students."
495,495, The Management People were happy hearing the Protest news ,C,"A. the protestors were dancing before the management people to make them happy
B. the management people were eating with the Protestors
C. No management will be happy when there is a protest against them"
496,496, She put a pig in her pocket. ,C,"A. Pigs are usually pink while a pocket is jeans.
B. his pocket looks like a cute pig
C. A pig is much bigger than a pocket."
497,497, The cow went to college to study art. ,C,"A. The meat from cows is called beef.
B. Cows appear in many different colors.
C. Cows can't get accepted into college."
498,498, Asia is part of Dubai ,C,"A. Asia has many other cities except Dubai
B. Asian people like to travel to Dubai
C. Dubai is a city, but Asia is a continent."
499,499, She takes a bath after wearing her running shoes. ,A,"A. No one takes a bath wearing running shoes because they will be damaged by water.
B. Shoes are different in color and size.
C. Running with shoes is good for the foot."
500,500, A FISH WALKS IN THE STREET ,B,"A. FISH AND STREET ARE SAME IN COLOR
B. FISH CANNOT LIVE WITHOUT WATER
C. FISH AND STREETS ARE NOT FRIENDS"
